User ID,Gender,Age,Country,Device Type,App Version,Sessions Per Day,Avg Session Duration Min,Screens Viewed,Push Notifications Clicked,In App Purchases,Subscription Status,Churn Risk Score,Last Login Date,User Rating
User_1756,Male,17,Germany,iOS,2,6,44.82,12,1,0,Premium,0.93,1/1/2025,1.7
User_1491,Female,19,USA,Android,2.1,12,13.86,12,2,1,Trial,0.29,12/4/2023,1.6
User_1285,Other,48,USA,Android,1.2,12,52.87,33,9,2,Trial,0.6,1/9/2025,1.4
User_2944,Female,37,UK,iOS,1.1,11,45.66,20,7,4,Premium,0.46,9/25/2023,3
User_1993,Male,62,UK,Android,2,3,24.87,32,1,3,Premium,0.69,4/8/2025,3.9
User_1902,Female,53,India,iOS,1.1,13,8.06,20,4,1,Trial,0.23,11/13/2023,1.4
User_1389,Other,27,USA,iOS,1,3,28.6,15,1,3,Premium,0.96,11/13/2023,2.3
User_2110,Other,57,India,iOS,2.1,7,52.86,28,5,0,Trial,0.12,1/14/2023,3.1
User_2060,Male,51,USA,iOS,2,4,40.54,44,8,3,Trial,0.4,12/2/2024,3.2
User_2678,Female,56,India,Android,2.1,5,51.85,14,1,4,Premium,0.28,1/20/2024,3.4
User_1976,Female,34,USA,iOS,2.1,14,37.93,25,3,3,Trial,0.26,1/29/2024,4.7
User_2663,Other,16,Canada,iOS,2,14,40.97,21,4,2,Trial,0.85,1/27/2024,2.4
User_2083,Other,46,UK,iOS,1.2,2,45.1,40,6,2,Premium,0.41,6/21/2024,4.8
User_1767,Female,64,Brazil,Android,2,4,11.77,45,2,2,Free,0.13,1/28/2024,2.1
User_2713,Male,54,Brazil,Android,1.1,9,1.3,41,1,3,Trial,0.11,3/7/2023,3.1
User_1421,Male,49,India,iOS,2.1,14,9.56,19,2,0,Premium,0.14,1/17/2023,3
User_2089,Male,20,Germany,iOS,2.1,10,50.82,12,5,1,Trial,0.38,1/7/2024,1.3
User_1744,Male,44,UK,iOS,1.1,2,40.99,10,6,4,Trial,0.6,6/9/2024,3.6
User_2639,Other,26,Australia,Android,1.2,14,4.5,23,2,1,Trial,0.75,11/7/2023,2.3
User_2623,Female,34,Canada,iOS,1.1,5,32.47,6,6,4,Free,0.55,3/15/2024,1.8
User_2694,Female,16,Australia,Android,1.1,5,26.14,6,6,3,Trial,0.77,4/2/2023,2.5
User_2210,Other,20,Canada,iOS,1,6,13.15,26,9,4,Free,0.78,11/23/2024,2.4
User_2203,Female,44,Germany,iOS,1.1,9,51.1,30,0,4,Premium,0.71,12/30/2023,2.1
User_1017,Male,32,UK,Android,2.1,5,28.56,46,3,1,Premium,0.6,1/17/2023,3.2
User_2293,Other,21,India,Android,2.1,9,26.66,40,1,1,Free,0.16,8/13/2024,3
User_1029,Other,21,USA,iOS,1.2,5,19.65,13,6,0,Premium,0.72,10/24/2023,1.7
User_1853,Other,20,USA,Android,1,8,20.52,28,4,1,Free,0.34,10/7/2023,3.6
User_2280,Female,64,UK,Android,2.1,8,25.83,8,6,4,Free,0.91,4/7/2024,4
User_1180,Female,20,USA,iOS,2.1,7,39.17,7,5,3,Premium,0.17,2/17/2024,1.8
User_2547,Other,35,UK,Android,2,1,46.97,26,7,0,Free,0.79,5/24/2023,4.2
User_1431,Male,46,Brazil,iOS,2,4,12,48,8,2,Premium,0.46,2/12/2024,3.5
User_2024,Female,35,Australia,iOS,2,11,26.15,11,4,4,Free,0.02,4/5/2025,2.7
User_2685,Female,64,Australia,iOS,2,9,59.13,21,0,1,Trial,0.96,7/31/2024,1.9
User_2050,Male,25,Australia,Android,2,1,48.81,30,6,2,Free,0.14,4/24/2025,1.2
User_2273,Other,52,India,iOS,1.2,11,24.23,35,7,3,Premium,0.38,10/30/2024,3.5
User_2288,Other,43,UK,iOS,1.1,5,30.58,47,0,0,Trial,0.19,2/28/2023,2.8
User_2384,Male,38,Australia,Android,2.1,2,59.95,43,7,1,Trial,0.57,6/13/2024,2.8
User_1413,Female,46,India,iOS,2,1,29.05,24,0,1,Free,0.45,3/15/2025,1.8
User_1433,Female,37,Australia,iOS,2.1,6,17.81,6,1,2,Free,0.27,2/22/2025,4.6
User_1346,Male,18,Germany,iOS,2,2,7.87,26,9,0,Premium,0.81,12/13/2023,1.4
User_2194,Female,13,UK,Android,2.1,13,36.46,25,7,2,Free,0.73,12/29/2024,3.2
User_2483,Female,43,India,iOS,2.1,12,32.08,47,5,4,Trial,0.02,4/3/2023,1.1
User_2522,Male,20,India,Android,1.1,5,43.82,39,7,4,Premium,0.51,12/23/2024,1.9
User_1056,Male,36,India,Android,1,5,13.34,46,7,0,Premium,0.44,5/8/2024,2.3
User_2184,Other,17,Australia,Android,1.1,13,33.29,44,4,3,Trial,0.64,3/12/2025,4.2
User_1544,Male,19,UK,Android,1,7,22.47,39,3,4,Premium,0.84,2/21/2023,2.2
User_2715,Male,42,India,Android,2.1,9,45.42,18,4,2,Free,0.14,9/5/2024,5
User_1252,Female,25,Australia,Android,1.1,4,14.15,6,2,2,Free,0.92,12/24/2023,4.7
User_1769,Male,21,UK,Android,1,9,37.9,39,6,4,Free,0.36,1/22/2025,4.7
User_1777,Other,38,India,iOS,1,4,36.05,8,3,3,Trial,0.77,5/2/2023,3.8
User_2836,Male,24,Canada,Android,2,4,16.26,48,9,2,Premium,0.87,12/11/2023,3
User_2034,Male,36,Brazil,iOS,1,10,21.3,26,4,0,Trial,0.83,12/7/2023,1.8
User_2850,Female,63,Australia,Android,1,6,5.4,24,8,0,Free,0.21,3/10/2024,2.1
User_2126,Male,55,India,Android,1.1,8,45.28,41,6,4,Premium,0.81,3/1/2024,2.6
User_2080,Female,31,UK,Android,2,7,30.4,25,3,1,Premium,0.06,2/1/2023,1.4
User_1235,Female,27,UK,Android,1.2,6,51.95,5,9,4,Trial,0.91,3/5/2025,1.9
User_2536,Female,39,Brazil,iOS,2,4,59.67,22,6,1,Free,0.21,10/4/2023,1.3
User_1841,Other,14,Australia,iOS,1.1,5,52.71,28,3,0,Premium,0.12,7/28/2023,3.1
User_1360,Male,33,Australia,Android,2,5,12.14,17,2,0,Free,0.34,7/25/2023,4.4
User_1063,Female,14,India,iOS,1.1,14,40.31,37,0,2,Free,0.92,3/25/2023,3.5
User_1164,Other,28,Australia,Android,2.1,1,57.24,33,6,0,Free,0.65,2/12/2023,4.1
User_2304,Female,22,India,Android,2,10,20.29,5,9,1,Trial,0.74,8/7/2024,3.6
User_1007,Female,31,India,iOS,1.1,1,20.76,42,7,4,Premium,0.76,2/5/2024,1.3
User_2503,Female,50,Germany,iOS,1.2,7,17.39,46,3,1,Premium,0.11,2/20/2025,2.6
User_1772,Other,50,Brazil,Android,2,6,49.51,36,2,4,Trial,0.31,9/3/2024,2.2
User_2318,Other,64,USA,Android,1,5,30.7,28,5,3,Trial,0.42,3/28/2025,1.5
User_1924,Male,22,Australia,iOS,2.1,9,13.01,31,5,3,Premium,0.68,2/4/2025,1.6
User_1811,Female,13,Germany,Android,1.1,3,46.07,35,1,0,Trial,0.05,6/25/2023,4.6
User_1039,Female,32,Brazil,Android,2.1,13,14.35,41,1,3,Free,0.51,11/2/2024,3
User_1208,Female,49,Germany,iOS,1.2,8,40.76,7,2,3,Trial,0.32,1/4/2023,2
User_1406,Other,59,USA,iOS,1,11,37.02,36,9,4,Premium,0.71,6/10/2024,2.1
User_1205,Other,19,USA,iOS,2.1,10,32.94,43,5,3,Trial,0.15,2/14/2023,5
User_2186,Other,46,Germany,Android,2,3,38.1,18,2,2,Free,0.68,9/18/2023,3.7
User_1950,Male,16,Germany,Android,2.1,8,18.09,18,3,4,Free,0.03,4/13/2023,3.2
User_1810,Female,60,Australia,Android,2,9,9.48,23,2,0,Free,0.97,2/27/2025,4.5
User_1494,Female,35,Canada,iOS,2.1,3,12.94,6,3,4,Free,0.52,5/4/2025,4.5
User_2270,Other,22,Canada,iOS,2.1,8,3.65,20,6,3,Free,0.91,1/14/2024,1.6
User_2596,Other,17,USA,iOS,2.1,11,46.26,17,2,0,Premium,0.78,8/30/2024,4.7
User_1745,Female,42,UK,iOS,2.1,4,30.49,42,9,1,Premium,0.46,4/26/2024,2
User_2242,Other,53,India,Android,1.2,11,38.26,27,5,0,Free,0.55,4/9/2024,2.5
User_2821,Female,40,USA,iOS,2,13,52.79,17,7,1,Free,0.72,6/12/2024,4.9
User_2679,Other,17,UK,iOS,2,1,14.76,17,0,2,Premium,0.73,6/25/2023,4
User_2132,Other,30,USA,Android,2,9,53.75,8,4,4,Premium,0.24,10/6/2024,1.4
User_1998,Other,55,India,iOS,1,12,11.68,32,4,4,Trial,0.35,2/25/2025,1.1
User_1530,Other,51,Germany,iOS,2.1,8,20.42,28,1,2,Premium,0.1,5/5/2023,4.7
User_1361,Male,32,Brazil,Android,2.1,7,26.93,31,2,4,Trial,0.81,1/9/2025,3.9
User_2820,Female,46,India,iOS,1,5,22.88,20,2,0,Premium,0.31,9/25/2023,3.1
User_2184,Female,51,Germany,iOS,2.1,14,32.66,9,9,0,Trial,0.44,6/22/2024,3.5
User_2887,Other,60,Germany,Android,2.1,10,10.27,14,6,0,Free,0.2,4/26/2025,3.5
User_1088,Male,38,Brazil,iOS,1.2,8,11.24,13,7,2,Premium,0.21,10/29/2024,3.7
User_2564,Female,41,Germany,iOS,1.2,14,32.91,16,5,1,Premium,0.22,7/9/2024,4.8
User_2534,Male,32,India,iOS,1.2,7,35.64,33,0,4,Free,0.02,5/12/2025,4.9
User_2317,Female,42,India,Android,2.1,1,52.82,7,5,2,Free,0.85,2/12/2024,2.8
User_1001,Female,40,Brazil,iOS,1.2,1,2.98,39,2,0,Premium,0.26,9/28/2024,4.8
User_2529,Male,24,UK,Android,2.1,10,4.52,28,3,4,Free,0.28,2/20/2024,2.8
User_1620,Female,27,UK,iOS,1.1,8,16.85,10,4,0,Free,0.82,7/14/2024,4.3
User_1180,Other,55,Germany,iOS,2,14,1.76,20,5,2,Free,0.73,4/17/2024,4.7
User_1443,Female,29,USA,Android,1,13,26.3,42,1,3,Trial,0.75,1/4/2025,4.4
User_1765,Male,40,Australia,Android,2.1,13,55.52,27,9,4,Free,0.75,9/27/2024,1.2
User_1962,Other,45,India,Android,1,3,42.92,48,4,4,Trial,0.39,7/14/2023,1.1
User_2962,Female,20,USA,iOS,2,12,42.62,15,5,4,Free,0.52,5/29/2025,4.9
User_2247,Female,51,USA,iOS,1,9,33.27,5,1,3,Premium,0.62,3/13/2024,1.6
User_2642,Other,56,Brazil,Android,1.2,12,58.49,26,7,3,Free,0.32,8/14/2023,2
User_2763,Female,63,Australia,iOS,1.2,8,20.64,41,1,3,Free,0.55,3/24/2024,3.6
User_1285,Male,32,Canada,Android,1.1,2,27.31,23,0,4,Free,0.13,5/3/2024,4
User_1369,Other,33,Germany,Android,1.2,14,5.13,10,4,0,Premium,0.1,3/28/2024,1.9
User_1126,Male,42,India,Android,2,12,24.71,37,5,4,Free,0.58,4/12/2023,1.5
User_1959,Other,25,Australia,Android,1,4,41.46,12,5,1,Premium,0.36,2/3/2024,3.9
User_1327,Female,52,Canada,Android,2.1,14,36.49,27,1,4,Premium,0.66,3/10/2023,4
User_2284,Male,30,Canada,Android,1.1,14,7.63,39,4,0,Trial,0.08,11/12/2024,1.1
User_2337,Male,25,Australia,iOS,1,8,24.3,38,5,4,Trial,0.44,5/27/2024,1.2
User_2860,Female,35,India,Android,2,13,56.63,29,0,1,Trial,0.41,11/11/2023,4.5
User_2116,Other,19,Brazil,iOS,2,5,6.6,19,6,3,Trial,0.02,3/18/2024,4.3
User_1352,Female,54,Brazil,Android,2,4,38.09,8,6,3,Premium,0.32,12/14/2024,4.7
User_1994,Female,39,Australia,iOS,1,1,46.99,39,3,2,Premium,0.45,5/14/2025,3.6
User_2490,Female,56,Germany,iOS,1.1,10,41.99,47,4,2,Free,0.38,9/9/2023,3
User_1857,Female,59,India,Android,1.1,5,42.45,32,5,2,Free,0.56,5/7/2024,2
User_2904,Female,43,Germany,iOS,1.1,6,37.61,14,8,4,Free,0.64,2/24/2024,1.7
User_1863,Female,17,Canada,Android,2.1,6,40.22,7,6,0,Premium,0.16,11/7/2024,3.2
User_1677,Male,28,Germany,iOS,1.2,5,59.11,23,9,4,Free,0.04,3/24/2023,3.6
User_1696,Male,51,Germany,iOS,2,4,11.21,33,9,2,Trial,0.78,8/7/2023,1.1
User_1862,Female,36,Brazil,Android,2,14,59.98,8,1,3,Premium,0.76,2/27/2025,2.1
User_2585,Other,50,India,Android,2.1,2,39.53,14,1,0,Premium,0.01,11/3/2024,4
User_1410,Other,26,UK,Android,2,9,4.65,33,6,3,Premium,0.15,12/24/2023,4.4
User_1675,Other,43,Canada,iOS,2.1,9,21.36,9,1,4,Trial,0.76,7/24/2023,4.3
User_2432,Other,45,Germany,iOS,2.1,5,51.85,7,4,0,Premium,0.97,3/2/2025,3.1
User_1454,Female,45,India,Android,2,3,28.37,8,7,4,Trial,0.25,3/30/2025,3.6
User_2485,Male,18,India,iOS,1.1,9,28.13,12,0,3,Trial,0.19,2/28/2025,2.9
User_1549,Female,49,India,iOS,1.2,1,5.42,31,8,0,Trial,0.85,1/30/2025,3.6
User_2557,Other,23,Brazil,iOS,1.2,1,13.76,6,8,1,Trial,0.08,1/7/2024,2
User_2818,Male,33,India,iOS,2,2,26.44,8,9,0,Free,0.74,11/22/2024,2.8
User_2713,Male,40,UK,Android,2.1,2,22.48,6,0,0,Free,0.06,2/1/2025,3.4
User_1762,Female,25,UK,Android,1.1,13,47.86,19,9,0,Trial,0.18,3/12/2024,2.7
User_1203,Female,23,USA,iOS,1,6,21.05,10,2,2,Premium,0.16,1/13/2024,1.3
User_1354,Other,34,India,iOS,2,9,40.88,20,4,2,Free,0.8,3/5/2024,2.7
User_2736,Male,38,Australia,Android,1.1,9,48.58,48,4,3,Premium,0.72,7/31/2024,3.9
User_2176,Other,18,India,iOS,2,5,5.6,47,7,4,Trial,0.99,6/7/2024,1.1
User_1309,Other,17,UK,Android,1.2,11,50.74,12,6,3,Free,0.56,4/7/2024,3
User_2538,Other,62,Brazil,iOS,1.1,14,7.56,34,5,4,Free,0.2,6/4/2024,2.4
User_1981,Female,55,Brazil,Android,2,4,39.09,10,0,1,Trial,0.02,6/1/2023,1.3
User_1522,Female,53,Canada,iOS,1,10,27.11,24,0,2,Free,0.69,11/3/2024,3.8
User_2646,Other,63,Australia,Android,1.2,5,4.9,28,7,4,Trial,0.26,6/25/2024,1.3
User_1002,Other,30,USA,iOS,2,14,26.14,43,6,2,Trial,0.59,8/20/2023,3.4
User_2399,Male,39,UK,iOS,1.1,13,18.41,36,4,4,Premium,0.48,5/11/2023,4.1
User_2210,Male,31,Germany,Android,2.1,14,37.53,39,4,4,Premium,0.03,6/10/2023,1.3
User_2768,Male,51,Germany,iOS,1.1,13,8.64,46,7,2,Free,0.7,11/14/2024,2.1
User_1440,Male,42,Germany,iOS,1.2,9,55.68,9,5,2,Trial,0.25,8/30/2023,2.2
User_2943,Female,13,Brazil,iOS,1.1,11,4.71,8,1,0,Trial,0.53,5/30/2024,1.5
User_2109,Other,45,Canada,Android,1.2,10,18.75,34,3,4,Free,0.55,12/7/2024,2.4
User_2139,Male,49,India,iOS,2.1,2,7.33,12,5,0,Trial,0.8,6/18/2023,2
User_1738,Other,30,Canada,Android,1,11,12.24,37,8,4,Premium,0.82,4/16/2024,3.3
User_2242,Other,57,India,iOS,1.2,3,7.73,45,6,4,Free,0.63,8/2/2024,3.2
User_1397,Female,27,Canada,Android,1.2,2,18.44,19,6,4,Premium,0.55,10/17/2024,4.6
User_1253,Female,43,UK,iOS,1.2,14,50.63,9,2,3,Premium,0.18,6/7/2024,1
User_2845,Other,31,Germany,Android,2,11,36.96,48,8,2,Free,0.97,3/16/2024,4
User_1200,Female,53,Canada,iOS,2,1,16.05,25,8,3,Trial,0.63,11/13/2024,3.7
User_2073,Male,30,Brazil,iOS,1.1,7,10.35,5,3,4,Trial,0.54,3/4/2025,3.1
User_1267,Female,49,Canada,iOS,1,1,3.59,18,6,1,Free,0.58,7/24/2024,2.9
User_1967,Female,34,UK,Android,2.1,10,30.71,22,8,4,Premium,0.97,8/29/2023,1.8
User_2424,Female,42,UK,Android,2.1,4,58.82,30,5,0,Trial,0.46,6/14/2024,4.2
User_1617,Male,62,UK,Android,1,14,11.66,17,4,4,Trial,0.56,7/21/2023,2
User_1634,Female,50,Germany,Android,2,3,1.37,10,9,1,Free,0.66,1/20/2025,1.2
User_1442,Other,26,Germany,Android,2.1,2,40.47,6,1,1,Premium,0.78,9/18/2024,3.4
User_2041,Female,41,Germany,iOS,2.1,11,20.77,21,1,0,Trial,0.25,3/7/2024,4.6
User_2143,Other,49,Australia,iOS,1.1,11,12.91,36,2,3,Premium,0.76,8/3/2023,4.1
User_1127,Male,52,Australia,iOS,1.2,14,17.8,19,6,0,Free,0.78,1/9/2023,2.6
User_1775,Other,50,UK,iOS,2,11,36.15,21,8,2,Premium,0.8,7/12/2024,3.5
User_1576,Male,15,Brazil,iOS,1.1,13,41.95,25,9,4,Free,0.74,7/19/2024,4.3
User_2897,Male,56,USA,iOS,2,8,25.51,42,4,0,Trial,0.66,12/31/2024,3.5
User_2735,Male,26,Canada,iOS,2.1,2,31.3,28,3,1,Trial,0.15,6/14/2023,1.4
User_1085,Male,21,USA,Android,1.1,9,4.02,29,4,2,Trial,0.77,3/26/2023,4.6
User_2943,Female,64,USA,Android,2,12,39.38,27,3,1,Premium,0.13,7/5/2024,1.5
User_1514,Female,56,Canada,iOS,2.1,9,54.55,42,8,1,Premium,0.93,2/15/2025,4.9
User_1205,Female,35,Brazil,Android,2.1,5,16.92,7,7,2,Premium,0.46,5/29/2023,2.6
User_1534,Male,33,Germany,Android,2.1,2,3.37,19,5,1,Free,0.8,8/20/2023,2.6
User_1805,Male,39,Germany,iOS,1.1,14,56.64,14,6,4,Trial,0.24,3/21/2023,4.3
User_2326,Male,50,Brazil,iOS,2,12,8.63,42,9,1,Trial,0.62,5/8/2024,4.9
User_2431,Other,31,Australia,iOS,2.1,11,43.87,46,2,3,Free,0.76,2/15/2025,3.3
User_1048,Female,56,Canada,iOS,1.2,9,55.95,6,2,4,Premium,0.14,11/11/2024,2.3
User_1165,Male,55,Brazil,Android,2.1,14,9.83,5,6,1,Trial,0.37,12/9/2023,4.8
User_1665,Male,52,Australia,iOS,2.1,4,1.52,18,2,4,Trial,0.12,9/14/2023,4.8
User_2506,Female,39,UK,iOS,2,9,7.04,36,5,4,Trial,0.62,3/24/2023,1.9
User_1277,Female,16,UK,iOS,1.2,5,13.8,42,0,0,Premium,0.19,3/28/2024,4.3
User_2699,Female,33,Australia,iOS,1.1,4,54.1,23,4,3,Trial,0.69,7/30/2023,2.3
User_1290,Other,20,Germany,Android,1.2,6,39.73,42,7,3,Free,0.24,6/27/2023,1.6
User_1509,Female,30,USA,Android,2,13,42.34,12,5,2,Premium,0.65,4/23/2024,4.2
User_2005,Other,59,Australia,Android,1.2,7,2.93,15,9,4,Free,0.69,1/27/2025,1.4
User_2387,Female,52,USA,Android,1,4,31.04,49,7,2,Premium,0.21,1/10/2025,4
User_1482,Other,54,Germany,Android,2.1,1,43.72,28,0,3,Trial,0.31,12/28/2024,1.6
User_2261,Female,41,Canada,Android,1.1,7,2.09,17,2,3,Free,0.98,1/18/2024,2.4
User_1711,Other,56,Brazil,Android,2,9,20.65,41,9,2,Trial,0,8/3/2023,3.1
User_1454,Other,16,India,iOS,2,1,33.63,11,3,4,Free,0.89,1/9/2023,1.1
User_1944,Female,52,Germany,Android,2,2,30.42,35,7,2,Premium,0.39,5/28/2023,2.7
User_1824,Female,62,India,Android,2,2,38.42,31,7,4,Free,0.51,6/29/2023,4.6
User_1589,Other,40,USA,Android,1,3,47.1,5,1,1,Free,0.55,2/21/2025,1.1
User_2868,Other,50,Brazil,iOS,1.1,6,54.48,22,3,2,Trial,0.14,1/14/2023,4
User_2684,Female,18,India,iOS,2,12,40.47,18,8,3,Trial,0.48,10/8/2023,3.3
User_1099,Male,43,Canada,iOS,2.1,3,27.11,13,8,4,Trial,0.76,1/4/2024,3.8
User_1915,Male,16,Canada,iOS,1,3,47.83,19,7,4,Free,0.27,5/3/2023,3.1
User_2335,Male,26,UK,Android,2,9,54.36,17,1,0,Trial,0.05,2/16/2024,1.7
User_2487,Other,38,Germany,iOS,1,13,56.86,21,3,0,Free,0.71,9/25/2023,2.5
User_1937,Other,20,USA,iOS,1,3,24.37,33,3,1,Free,0.41,4/26/2024,4.1
User_2121,Other,13,Australia,iOS,1,8,49.11,41,2,0,Free,0.64,11/28/2024,1.4
User_2385,Other,48,India,Android,1.1,11,33.37,44,5,1,Free,0.09,12/8/2024,4.6
User_1614,Female,63,Canada,Android,1,2,41.89,46,5,4,Premium,0.57,8/30/2023,2.3
User_1711,Female,40,UK,Android,1,10,24.46,15,4,4,Premium,0.61,1/18/2025,1.8
User_2437,Other,16,India,iOS,1.2,3,22.74,8,1,3,Free,0.81,5/26/2024,4.9
User_1245,Other,17,India,iOS,2,11,26.28,26,2,3,Trial,0.96,6/1/2025,3.7
User_2738,Other,58,Australia,Android,2,7,33.97,12,7,1,Premium,0.03,5/14/2025,1.9
User_1365,Male,51,Brazil,iOS,1,5,10.04,12,4,4,Trial,0.71,9/10/2023,1.6
User_2827,Male,37,Brazil,iOS,1,1,34.1,36,0,1,Free,0.88,4/20/2023,2.5
User_1961,Other,22,Brazil,Android,1.2,8,29.17,31,6,1,Premium,0.79,7/3/2024,2.7
User_2627,Female,29,India,iOS,1,1,41.93,48,7,2,Premium,0.82,1/24/2024,1.3
User_2066,Other,56,UK,Android,1,13,15.14,34,6,3,Trial,0.59,10/29/2023,4.6
User_1032,Other,50,Germany,Android,1.1,10,56.07,8,5,1,Free,0.39,5/17/2024,4.7
User_1106,Male,38,Brazil,Android,2.1,7,10.16,46,6,2,Free,0.83,1/15/2023,1.5
User_2610,Female,48,USA,Android,1,6,15.61,9,8,2,Free,0.39,6/8/2023,4.3
User_1973,Other,53,UK,iOS,2,8,6.86,18,6,0,Trial,0.68,9/18/2024,1.9
User_2617,Female,19,Australia,Android,1,9,3.9,26,2,4,Trial,0.42,1/13/2025,1.2
User_1277,Female,60,Australia,Android,2.1,9,43.67,41,2,0,Premium,0.1,2/18/2025,3.4
User_2990,Female,51,UK,Android,1.1,4,37.58,22,8,4,Trial,0.92,12/11/2023,4
User_2405,Other,21,Brazil,iOS,1.1,1,46.37,23,2,2,Trial,0.56,5/26/2024,1.8
User_2554,Female,18,Germany,Android,1.1,10,48.43,18,2,2,Free,0.01,1/9/2025,4.7
User_2454,Male,47,Australia,iOS,1.2,3,44.84,34,5,0,Free,0.77,5/6/2024,1.6
User_1778,Male,43,Brazil,iOS,1.1,3,21.51,9,1,0,Premium,0.9,5/25/2025,3.8
User_2095,Male,37,India,iOS,1,8,12.03,47,4,1,Premium,0.43,10/31/2024,3.9
User_1735,Female,43,Germany,iOS,1.1,8,30.41,7,2,1,Trial,0.8,2/20/2025,3.4
User_1551,Male,30,Germany,Android,1,2,29.85,35,9,2,Free,0.81,12/15/2023,4
User_1379,Male,39,India,Android,1.2,2,38.54,26,6,1,Premium,0.37,11/29/2024,4.7
User_2586,Female,13,UK,Android,2.1,10,20.69,15,9,2,Premium,0.09,8/13/2023,4.7
User_1369,Female,42,Brazil,iOS,2.1,10,7.9,26,8,4,Free,0.08,4/24/2023,1.6
User_1446,Other,17,Germany,Android,1.2,13,25.56,7,5,0,Trial,0.27,12/5/2023,2.2
User_1261,Male,38,Brazil,iOS,1.2,14,10.1,39,8,4,Premium,0.91,3/2/2023,3.4
User_2493,Female,35,Canada,iOS,1,1,37.7,34,9,0,Free,0.41,4/19/2023,2.2
User_1086,Female,56,Brazil,Android,1,3,8.11,14,4,3,Premium,0.03,1/22/2024,3
User_1175,Female,38,Australia,Android,1,7,54.4,25,2,0,Premium,0.83,12/3/2024,4.3
User_2112,Male,30,Canada,iOS,1.2,14,53.47,7,8,1,Free,0.9,1/14/2023,1.6
User_2077,Female,41,Brazil,iOS,2.1,10,7.71,28,0,1,Trial,0.95,11/21/2023,1.5
User_2369,Other,63,India,Android,1.1,10,53.45,30,1,1,Premium,0.34,3/15/2023,5
User_1396,Other,48,USA,iOS,2.1,13,12.61,43,3,4,Premium,0.73,10/4/2023,4.3
User_2817,Other,22,Canada,iOS,2.1,5,24.17,36,9,1,Trial,0.15,9/13/2024,4.4
User_1998,Male,45,Brazil,Android,2,12,57.17,32,6,4,Trial,0.36,1/22/2024,4
User_2057,Other,37,Germany,iOS,2.1,12,55.96,35,8,4,Premium,0.06,12/6/2024,1.2
User_1115,Other,29,Germany,Android,1.1,4,57.92,21,9,2,Trial,0.97,5/31/2023,2.6
User_1318,Male,54,Australia,Android,1.2,4,52.08,39,8,4,Premium,0.79,1/12/2025,3.5
User_1026,Male,39,Canada,Android,2,5,9.46,24,2,4,Premium,0.94,4/18/2023,1.2
User_1519,Female,51,India,iOS,2.1,7,46.31,9,9,4,Trial,0.98,5/20/2025,4.8
User_2494,Female,45,USA,Android,2,1,23.15,5,2,2,Trial,0.71,2/22/2023,5
User_1321,Female,35,Germany,iOS,2.1,6,33.5,42,7,3,Free,0.15,4/26/2024,4.1
User_2243,Other,33,USA,iOS,1.2,3,33.22,41,8,0,Free,0.02,12/25/2023,1.2
User_2504,Other,41,Australia,Android,1.2,12,26.94,47,0,3,Premium,0.98,3/25/2024,3.4
User_2963,Female,64,USA,Android,1.1,14,56.35,33,6,1,Free,0.12,2/1/2024,4.4
User_1427,Female,47,Australia,iOS,2.1,12,1.03,34,7,1,Trial,0.32,2/29/2024,1.6
User_1341,Male,16,Germany,Android,2.1,8,9.93,40,5,2,Premium,0.67,9/20/2024,4.8
User_1354,Other,31,UK,iOS,2.1,7,46.66,48,9,3,Free,0.38,2/13/2025,2.2
User_2074,Female,62,USA,Android,1,2,48.2,24,7,1,Premium,0.31,7/7/2023,4.3
User_2242,Female,28,UK,Android,1.2,4,13.06,42,0,2,Free,0.05,7/16/2023,3.2
User_2916,Female,37,India,Android,2,9,46.87,8,5,2,Premium,0.07,6/17/2024,2.3
User_2663,Female,36,India,Android,1.2,13,19.28,40,9,3,Free,0.98,3/8/2025,1.1
User_1883,Other,34,India,iOS,1.2,7,39.62,39,9,2,Premium,0.47,5/14/2025,4
User_1811,Female,33,India,iOS,1.1,1,18.35,44,8,0,Free,0.53,9/27/2023,3.6
User_2318,Other,30,UK,iOS,2,13,40.37,17,5,1,Premium,0.12,11/9/2023,2.4
User_2952,Female,14,USA,Android,1.2,13,50.49,33,4,4,Free,0.34,9/17/2024,3.9
User_1647,Male,39,USA,Android,1.2,6,36.29,40,3,3,Premium,0.45,2/24/2025,3.6
User_2833,Female,23,USA,iOS,1.1,2,10.98,24,2,4,Trial,0.34,6/2/2024,2
User_1390,Other,28,USA,Android,2,8,6.82,30,5,2,Premium,0.4,10/11/2024,4.5
User_1464,Female,37,USA,Android,2.1,12,24.64,17,3,2,Trial,0.97,3/9/2024,3.8
User_2589,Female,31,Brazil,iOS,1.2,12,54.87,28,4,3,Premium,0.95,2/13/2025,4.5
User_1350,Male,14,Canada,iOS,1.1,10,43.42,46,4,1,Free,0.05,8/5/2023,3.5
User_1867,Male,32,UK,Android,1.1,1,41.52,11,1,3,Premium,0.28,12/4/2024,4.4
User_1223,Male,56,Germany,iOS,1,7,57.59,37,6,4,Trial,0.55,5/6/2023,3.2
User_2318,Other,38,Brazil,iOS,1.1,7,29.55,49,7,4,Trial,0.65,4/2/2024,1.2
User_1053,Male,59,Canada,Android,1.1,1,51.42,16,6,0,Premium,0.22,11/21/2023,2.4
User_2919,Other,20,Canada,iOS,2.1,10,17.16,31,1,2,Free,0.39,6/10/2024,3.5
